song id, 歌曲名, 艺术家
2716222943,Hold Me Close (feat. Swole Sauce) (Sped Up),Stardust/ Nightcore Star/ Swole Sauce
2716771149,Sad Songs [Sped Up],Stardust/ TobeyBeats/ Taca Music/ Laryssa Vachon/ Nightcore Star
2717113467,Not Living For You [Sped Up],Stardust/ Tom Platts/ EM/ Nightcore Star
2719029539,Fragments (feat. Malin Horsevik & SPIRIT LINK) (Sped Up),Stardust/ Malin Horsevik/ SPIRIT LINK/ Nightcore Star
2716771148,Goodbye [Sped Up],Stardust/ SPIRIT LINK/ Nightcore Star
2716221972,Sub Zero (Sped Up),Stardust/ Nightcore Star/ Rezzaie
2716771147,Hurting Me [Sped Up],Stardust/ h3nlla/ Wonder/ Lys'/ Nightcore Star
2713426119,風の歌,Milky Knight/ Hilarity Leap Records/ 维度坍缩/ 逃离记录Exit Records
2713429538,Lyraea,Estrella/ Hilarity Leap Records/ 维度坍缩/ 逃离记录Exit Records
2714402870,Scrιρτ,鲨调l6fcs4w/ RESOLVERS
2714402869,光になりたい - First Light - (Long ver.),CeRa/ RESOLVERS
2717165776,Last Song,Alibilan
2714402860,Mγ ς0μ1,Chikanya/ RESOLVERS
2717166483,Lifeless,Alibilan
2720453273,Battle,Sean Ven
2717747858,Fayth (Echo Drop),KRUS3
2719782583,坦,Shaw_Tyan
2711396298,What You've Done (feat. L8NCY),Vanthe/ Awon/ L8NCY
2713032943,Burning (feat. Jordan Grace),RY/ Jordan Grace
2718843923,Same But Different (Instrumental),Areeb Mahmood/ Emily Esthela
2718845634,I'm Alive (Instrumental),Areeb Mahmood/ sadie elisabeth
2718845380,Eternal Symmetry (Instrumental),Areeb Mahmood/ Donaven
2716735494,By My Side,GEMINI/ Violyt
2719404975,Still Need You,Nadro/ Oana
2716340451,That's What You Get,Valorian/ K-WOOZY
2719622870,Free,Tretone
2719622869,All My Love (VIP),Tretone
2719625315,Puzzle (VIP),Tretone/ Astroden
2719625314,Therapy (HeroWilson Remix),Tretone/ HeroWilson
2719622868,All U Had To Do Was Stay (Instrumental),Tretone
2719625313,Eternity (Astroden Remix),Tretone/ Astroden
2719622866,Here In This Moment,Tretone
2712271093,I Don't Wanna Hear You Say,Jordan Savage/ Autumn Skeyes/ Bass Boost
2714821772,Nightmare,William Black/ Fairlane/ AMIDY
2719484902,I Like Me Better (LHP Unicorn Remix),LHP Unicorn
2712242033,Divinity,King of None
2698832231,Lift Me Up,LazyMario
2712104541,100 WAYS (feat. Jaime Deraz),Saulz/ Jaime Deraz
2709020470,Hate You More,H4RRIS/ Aaron Shirk/ Nicole Apollonio
2716403244,Underground,SPIRIT LINK/ JFrank
2701531493,Dive Deep,Dallas Rodin/ Paper Skies
2711405697,Icarus,Fells/ Koven Wei
2709091696,For Us,Nikolas K
2707273896,Show Me,Big Gigantic/ Koastle/ Emilia Ali
2707212020,All Or Nothing,All Bright
2697778102,ENIGMA,KatriX
2719299447,Left Behind,Akmmer/ Cflyy
2712197351,Chokehold,Miles Away
2717320725,あたらよ-また夏を追う（WilliamHenRy remix）,WilliamHenRy
2716750827,Fall Apart [Slowed + Reverb],Stardust/ Sazu/ UNDY/ Slowed Star
2716750139,However Long [Slowed + Reverb],Stardust/ Behwnm/ Mehromero/ Hylia/ Slowed Star
2716750826,Moonlight [Slowed + Reverb],Stardust/ Derpcat/ Slowed Star
2716750140,I'll Be your Eyes [Slowed + Reverb],Stardust/ Lost Identities/ Onyra/ Slowed Star
2714073292,净 熵,Zipper.Zip
2716663535,Need You Again,SadBois/ ROY KNOX/ Jake Neumar
2718588280,春雪（Void Death boolteg）,Void Death
2718637856,I Don‘t Want To Lose U,Void Death
2714247408,Lifeline,Void Death
2699113202,Next To Me,Void Death
2686703267,I See You（Void Death bootleg）,Void Death
2696562303,Under Star,AI7LIY3
2698859373,Do You Feel Me (Nightcore),Nightcore To The Moon/ Nightcore/ OUTSHADES/ WCKID/ Faithroze
2698865747,Do You Feel Me (8D Audio),8D To The Moon/ 8D Audio/ 8D Tunes/ OUTSHADES/ WCKID/ Faithroze
2712696400,I Might Love You,Pharo/ JB RICKY/ Dark Mage
2717571333,Lights On,AI7LIY3
2708987355,Stay,Vastive
2705656003,How Do You Feel?,KilganoN
2712270226,timeisup,Neddie
2717163046,You'd Better Let Me Down,Alibilan
2717395358,Born For This,Spaceport Records/ Aou/ CATCHTAIL
2716751134,Ai No Scenario,3eo
2717146421,反复记号（颜辰鑫 Remix）,颜辰鑫/ 李昊天VastSky
2717138138,反复记号（Napkid Remix）,Napkid/ 李昊天VastSky
2717161547,云端数据已丢失（The Wavers Remix）,Flowesans/ 李昊天VastSky
2717137307,反复记号（00parts & whyhea1 remix),00parts/ whyhea1/ 李昊天VastSky
2717133876,碎幕（Wish X & Blurry Sky Remix）,Wish X/ Blurry Sky/ 李昊天VastSky
2717146497,云端数据已丢失（7-60 Remix）,7-60// 李昊天VastSky
2716516055,Icy Land,Wayne Ryan H/ Trailblazers Radar
2717577699,Waiting Here For You,learnZmore
2698054059,Like Water,Autumn Skeyes/ Jordan Savage
2716512399,Next To Me,胶体菠萝/ Trailblazers Radar
2713605559,Lately,Brennan Wolf
2714405484,Keep on Fighting,CLOVER/ 星尘纪之声
2717113852,can't come down,KLAXX/ Luxtides
2714173136,Power (Bleaubeard & TWLGHT Remix),Drophop/ Soul Valient/ Wilco Beats/ K-WOOZY
2714142951,Destroy You,3thos/ KINDRED
2698054060,Live For My Self,Zephys/ MVLTI/ Uwpi
2710436175,Forever Young,Bear Grillz
2709994157,BETTER OFF ALONE,AVELLO/ glasscat
2709627884,Who Am I Now,Synymata/ GLNNA
2712275670,Supernatural At Heart,Ann!hilate/ Outertone
2712384591,What If,Azee/ JOSS
2703844575,Get Out,SPIRIT LINK
2713879563,sometimes - ARAYA Remix,Heather Sommer/ Araya
2711379711,Eternal Symmetry (feat. Donaven),Areeb Mahmood/ Donaven
2711378976,Same But Different (feat. Emily Esthela),Areeb Mahmood/ Emily Esthela
2711378977,Everything Goes On,Areeb Mahmood
2711379713,I'm Alive (feat. sadie elisabeth),Areeb Mahmood/ sadie elisabeth
2714642777,Everything We've Been Through,Nightsirens/ Lost Ashes
2716425012,Never Be Alone,Sunday Friend/ SayWeCanFly/ CJ Masciantonio/ Micah Martin
2712249724,Symphony Of Life,Dead Rose
2712249723,Satellite,Dead Rose/ RUNN
2717236032,Sawanohiroyuki[nZk] - Call Of Silence (feat. Gemie) (Spear Remix),Spear
2717235887,Paramore - All I Wanted (Soar Edit),Soar/ Sore
2713864225,Not Alone,Egzod
2692281855,Mustang Baby (Vanic Remix),Vanic/ Nessa Barrett/ Artemas
2716854529,All Falls Down (ARAYA Remix),Araya
2716540420,Better This Way (Danny Olson Remix),Taylor Kade/ FIXION/ Danny Olson
2711940538,Ghost Of Me,BOTCASH/ Prong/ Justin OH
2708648526,Party All Night,Surrey Hill
2716053062,Escape the Horizon,Fish1wF/ Trailblazers Radar
2715842041,Summer,R3d Cat
2691361479,WHERE YOU,Lil
2709550335,INTO THE SKY,XHRIS
2675612902,Gone Too Soon,SeHou
2714331651,Navigation (feat. ZELE),Hazky/ Wood Cherry/ ZELE
2713967119,Dear Y,ice king/ Wood Cherry
2691058510,Be Mine,KYRIPH
2715117782,Like Fire (Mxnh Remix),Mxnh
2704331876,Clouds,Ridesounds/ Benttie Yhoio/ SCM/ FreeMusicWave
2698068244,Grounded,Truth Is
2715013655,Follow You (MEDZ's Version),MEDZ
2713637358,Wrong Side Of The Gravity,LHP Unicorn
2713634770,Don't Lie,LHP Unicorn
2713634769,Nothing,LHP Unicorn
2713634768,Wildest Dream,LHP Unicorn
2713637357,Want you to go,LHP Unicorn
2713634767,Why Did I,LHP Unicorn
2713637356,Ethereal,LHP Unicorn
2713634766,The Lamplighter,LHP Unicorn
2713634764,What to Do,LHP Unicorn
2713634763,Emotions Flow,LHP Unicorn
2713637355,Unreal Reality,LHP Unicorn
2709260267,There For You,Kai Wachi/ Isaac Mather
2700298844,Never Looking Back,Spear
2711664258,Fantasy,MELODEEZZZZ
2700311308,Longer (feat. Jaime Deraz),Bllaine/ Jaime Deraz
2700299454,Last Time,TimZz
2701790195,Ice Waves,Ian Snow
2712331915,I Took A Pill In Ibiza (Clean Mix),Mike Posner/ PROSECUTE
2652509480,All We've Done,Tendrix
2704439444,The Other Side,Grage/ Chris Like/ J4CKO/ Recursive Recordings
2710916333,Dancing In Heaven (Karmaxis Remix),Ricki Ayela/ Karmaxis
2698703481,Stay The Night,SPIRIT LINK/ Hylia
2714299418,Remember pt.1,WilliamHenRy
2714790915,The Horizon,AUXIMITY/ Outertone
2714790917,Brave Enough,AUXIMITY/ Outertone
2714790918,Falling In,AUXIMITY/ Outertone
2714776332,Trippie Redd/ PARTYNEXTDOOR - Excitement (Vodenik Remix),Vodenik
2714771745,Stranger (Morva Remix),Morva
2714756106,I'm Gone (Lightfighter x RHOELE Special Mega Mashup),Lightfighter/ RHOELE
2714740259,William Black/ ROY KNOX/ Daren Styles/ Callum Higby/ Wilsxn/ RIOT/ Kill The Noise - Remedy (UNDEFYND + ELUSID Mashup),Undefynd/ ELUSID/ William Black/ ROY KNOX/ Daren Styles/ Callum Higby/ WILSXN/ RIOT/ Kill The Noise
2714689479,DreamRecD/ Echo-I/ Oops Guess/ Said The Sky/ Terry Zhong/ CVBZ/ Lightfighter/ No-One CN - 镌刻 (Lightfighter 致高考 Mashup),Lightfighter
2714306046,NIGHTINGALE （WilliamHenRy remix）,WilliamHenRy
2714363694,Every Lonely Nights,Sean Ven/ BlessU
2714342426,Bad Omens - Just Pretend (Rizpect Flip),Rizpect
2714340874,Deepest Water (ARAYA Remix),Araya
2714301575,Rewrite The Stars（WilliamHenRy remix）,WilliamHenRy
2689491284,Heal Me,Agera
2711484120,Longest Instant,xuAlex5
2711484994,Stay in That Winter,xuAlex5
2712699237,No Mercy,JYOTIN/ Saw2Win
2682503977,Ascendent Embers,Munai
2682504779,Aurora's Ascent,Munai
2682504780,Celestial Flicker,Munai
2682503978,Cloudburst Symphony,Munai
2682504781,Elysian Tremors,Munai
2682503979,Embrace the Horizon,Munai
2682503980,Eon's Reflection,Munai
2682504782,Euphoria Divergence,Munai
2682504783,Frozen Daydream,Munai
2682504784,Glacial Reverie,Munai
2682503981,Halcyon Surges,Munai
2682504785,Midnight Cascade,Munai
2682504786,Mirage Remnant,Munai
2682504787,Mosaic of Light,Munai
2682503982,Nebula's Call,Munai
2682503983,Nova in Bloom,Munai
2682504788,Prismatic Echo,Munai
2682503984,Radiant Riptide,Munai
2682503985,Reverberant Skies,Munai
2682503986,Skyward Echoes,Munai
2682504789,Solstice Resonance,Munai
2682503987,Starfall Lullaby,Munai
2682503988,Starlit Tempest,Munai
2682503989,Tidal Fragments,Munai
2682503990,Valley of Daybreak,Munai
2710013200,Whispers of the Storm,MON+
2710013201,Shattered Light,MON+
2710011856,Whispers of the Storm+,MON+
2710013202,Echoes of the Heart,MON+
2710013203,Waves of Light,MON+
2710013204,Echoes of the Heart+,MON+
2675270164,On The Break of Dawn,lofi star
2675269357,IN THE END,lofi star
2675270165,Loved by You,lofi star
2675269358,When the Magic Dies,lofi star
2675270166,STARS,lofi star
2675269359,COLD HEART,lofi star
2675269361,Memory of You,lofi star
2675269360,WHATEVER,lofi star
2675269362,NEXT LIFE,lofi star
2671906848,Be Alone,lofi star
2671906851,Symptoms,lofi star
2671906849,Symtoms V2,lofi star
2671906852,Hold On ME,lofi star
2671907605,Hold On Me V2,lofi star
2671906853,RETRACED,lofi star
2671906850,RETRACED(FEMALE),lofi star
2671907608,I Know You,lofi star
2671907606,Fall Back To You,lofi star
2671906854,Fall Back To You V2,lofi star
2671907607,Whiplash,lofi star
2671907609,Nostalgia,lofi star
2669659964,Aurora’s Lament,lofi star
2669659967,Awakening,lofi star
2669659965,Into the Unknown,lofi star
2669656126,Solstice,lofi star
2669659966,Awakening V2,lofi star
2669659968,Into the Unknown V2,lofi star
2669656125,Solstice V2,lofi star
2709850650,梦想像风,致命节奏（Deadly Rhythm）
2691370571,Strong,致命节奏（Deadly Rhythm）
2691369022,Perseverance,致命节奏（Deadly Rhythm）
2691370583,Active,致命节奏（Deadly Rhythm）
2691369029,Energetic,致命节奏（Deadly Rhythm）
2691370589,Drive,致命节奏（Deadly Rhythm）
2691370581,Determination,致命节奏（Deadly Rhythm）
2691369030,Resilience,致命节奏（Deadly Rhythm）
2691370580,Optimism,致命节奏（Deadly Rhythm）
2691369020,Powerful,致命节奏（Deadly Rhythm）
2689216746,铁血骄傲,致命节奏（Deadly Rhythm）
2688590951,在路上,致命节奏（Deadly Rhythm）
2688597586,钢铁陆战队,致命节奏（Deadly Rhythm）
2704065912,Serendipity,致命节奏（Deadly Rhythm）
2704065892,Ethereal,致命节奏（Deadly Rhythm）
2704065997,Aurora,致命节奏（Deadly Rhythm）
2704065114,Ephemeral,致命节奏（Deadly Rhythm）
2704065139,Iridescent,致命节奏（Deadly Rhythm）
2704066087,Solitude,致命节奏（Deadly Rhythm）
2704065152,EchoECHO,致命节奏（Deadly Rhythm）
2704068182,Ineffable,致命节奏（Deadly Rhythm）
2704068187,Nostalgia,致命节奏（Deadly Rhythm）
2704066130,Somnambulist,致命节奏（Deadly Rhythm）
2704066123,Effervescence,致命节奏（Deadly Rhythm）
2704066129,Hiraeth,致命节奏（Deadly Rhythm）
2704068192,Limerence,致命节奏（Deadly Rhythm）
2713638596,[ H Y P E R / U N I S O N ],Vencent/ Akrashu-SHa
2712756077,玹 胤 客,Vencent/ DavidClarkson/ 2088 RECORDS
2666025226,呼吸 呼吸（Extented Mix）,Silly Owl
2708695031,Dream Field,Crazyer/ JayZz.exe/ Jacinthe/ 星尘纪之声
2712400190,Expanse,PHONO RECORDS/ Shiroi-Ice
2712446809,Don't Know (ØPEN HEART Remix),Motionwave/ Luminary/ Open Heart
2698063955,Statue,Razzle
2698063984,Stay,BirdFromSky
2707952330,Stargazing,Secret Skies
2691741212,Scared to Be Lonely,Sazu/ UNDY
2703361231,DEEP END,ARKIIN/ Xyan/ Michael Swank
2711853784,What I'm Not (feat. illusio),Happy Clouds Music/ Illusio
2712032517,旷野星芒,Sean Ven/ 幺幺hao
2712670204,Eternal Scars,JYOTIN/ Saw2Win
2709429910,Fallen Crisis (Nightcore),JYOTIN/ Nightcore
2691058774,2030,Alarc/ Morva/ Destiny Hooks
2705050200,Blinded,BraydenK/ F7M/ Stephen Geisler
2704334917,You & I,Nick Wynn
2704817837,Nexum,INZO/ Blookah
2709773805,Hate It When It's You (feat. Trella),yetep/ Trella
2701117654,Did You Mean It,Atomic/ Emily Esthela
2700298723,Crystal Fallin',No-One CN
2709025566,Children,Adam Pearce
2707253960,Don't Look Down,Cloudy Parallels/ Pharo/ Introspect
2690202197,Reawakening,Lost Wolves
2711484191,Hard Time Lover (feat. Chance Peña),Gryffin/ Chance Peña
2709719733,Beneath The Deep Cold Water (JOSS remix),KOIH/ JOSS/ Sierra Annie
2701360202,Do Better,SPIRIT LINK
2698065794,Better,iSkinny
2712232192,ILLENIUM - In My Arms (feat. Hayla) (GhostDragon Remix),ILLENIUM/ GhostDragon
2712164597,Caslow/ Fells/ Gone Astray/ JOSS - Out From Under x Keeping Secrets (Karmaxis Mashup),Karmaxis
2700629023,Lost Hope,Dropper Vampire
2711864714,Crystal Skies - Stardust (with HALIENE) [Skynap Remix],Skynap
2700629941,All That Matters (Coco Tundra Remix),SOUND BANDIT/ Algo At All/ Coco Tundra
2711848737,Falling Down,Yllow/ Bar Bee
2700629937,Friends Can Change The World,TCB/ QOOG/ Evr!/ Silvery SKY/ GrieferPig/ Dauntless Dan/ Aventrix/ Tw3Lv3
2700629933,Across The Daisy Field,GrieferPig
2700629012,Pray For The Scene,Trey Husk/ SpinScissor
2693192155,Buried Alive,Vodenik/ Dreamcode/ Dani King
2707620537,Led Me To Your Side,DRECHO/ Lexi Scatena
2707621270,How To Love,DRECHO/ glasscat
2711538605,Fading Into Power (VIP),JYOTIN/ Saw2Win
2711538604,Fading Into Power,JYOTIN/ Saw2Win
2711510450,ILLENIUM - In My Arms (feat. Hayla) (INFRNO Remix),Infrno
2709623945,Make Believe (Extended Mix),Gone Astray/ WHOISJAYE
2698064122,Alive,Hevian
2691772868,All We Had to Lose,SVNCTUARY
2710814002,Run Away,learnZmore
2696005395,Sidelines,Kevin Moffat/ Elix
2710060530,Midnight,Gamma Centauri
2703805936,Don't Think About You,The Ascendant
2709360590,Shadow (feat. Megan Cross),Zioz/ Megan Cross
2708220303,JUST 4 A MOMENT,Leondis
2705015020,Escape,Heuse
2706246239,All I Knew,ADT
2701003945,Down,R.Y.B/ Approaching Jupiter/ Emme
2700944372,Can't Let Go,Ciel/ Cvss/ JSTDRMN
2709771223,镌刻 (B X E & _Warpcore_Remix),Beviteng Electron/ 江传阳ZOG/ _Warpcore_
2709524488,reminiscence (feat.初音ミク),R7CKY
2671144569,Won't Let Me Go,aurial
2710536572,Just A Moment,Sean Ven
2710466231,Something Different [Slowed],Derpcat/ Talurre
2710465484,Something Different [Sped Up],Derpcat/ Talurre
2702765340,Never Forget,Kisshi
2702571044,Space Between,Bumpÿ
2704813620,Wasted Love,DEMSIKONE/ Zzodzi
2706877340,PULSE OF THE NIGHT,Drowning Soul
2686478591,ghost_in_the_machine_,Desx
2686478595,Heart of a World,Desx/ Soris/ Mangle
2686478593,LOGIN,Desx
2710190890,We Will Rise,Sean Ven
2710196071,We Will Rise 伴奏,Sean Ven
2704779891,Atlas,Dante Levo
2708589035,CHAOS (Flux Pavilion Remix),MUST DIE!
2704756982,Take Us Home,Subceptron
2690944674,Fate,Rareno
2706510025,Faded & Forgotten,Atlux
2685968258,Protect Me,BOS/ Nobe
2707255962,Runaway,JYXthree9
2703117519,Deeping Fall,RBF/ 黄文鹤
2708088650,drowning again,Vytae/ Rizpect
2701084875,Man Down,Seven Lions/ YDG/ Bella Renee
2706400080,Nothing's Stopping Me Now,Azee/ angela maalouf
2704938454,Blinded By Lights,Acer Vantes/ Golden Goddess/ Golden Angels
2705634492,Buried,Insko
2699830711,Northern Star,KEPIK/ Elude/ Luma
2703276585,Apex,Abandoned
2703276582,Rise of Survivors,Abandoned
2701070512,River,Nikademis/ Luxtides
2684263788,Hollow,Danzzle/ Tweellve/ Wolfpup
2698230741,Phase,Chenda/ Codi/ GLNNA
2709751111,Sandstorm (Dubstep Version) - Darude Sandstorm Dubstep Remix,Mox Jade
2705829831,Dopamine,OBLVYN
2709263525,Take Me There,Kniives/ Gracie Van Brunt
2709264462,Save Me,Adam Jasim/ MIRR.IMG/ Marc Lawrence/ Kiyoné
2709262078,You're Not Around,Pushing Daizies
2709259840,Save My Life,Caslow/ Elude/ Vanthe/ L8NCY
2709253987,Wounds,OMAS/ Andy Kautz/ Wisner
2709253760,Sober,Stoutty/ Billy Wales
2709248285,Tend To You,Dion Timmer
2706249352,Left Behind,aurial/ Casey Cook
2705307564,Desperation,_Warpcore_/ ChronFlux RECORDS
2703410820,Won't you leave behind,Hazky/ 三浦ひな子/ Wood Cherry
2708048998,Make Believe,Gone Astray/ WHOISJAYE
2708459156,The One That Got Away (Remix),RYN
2707590270,Entropy,JAMES.C
2707589695,introduction,JAMES.C
2707589694,Brighten,JAMES.C
2704701620,Beg You To Stay (VIP MIX),Blue Violets/ Ali Schwartz/ Euphoria
2708657533,Curses (Original 2022 Version),acloudyskye
2707605982,E U P H O R I A,PhantomBlind/ 2088 RECORDS
2706336465,Letters,Ruxxi
2708093024,Dragon Fruit,Alibilan
2699500930,T R A N S F O R M E R S,Bob Hou/ Fros7novA/ 2088 RECORDS
2707535673,R E S T,RAI/ 2088 RECORDS
2705055588,Equanimity,Graded Buffalo/ M2K Records
2691031743,Like Fire,Biometrix/ Immy Odon/ Apollo On The Run
2676287731,Early Spring,Wayne Ryan H
2706298743,Broken Mirror,Wayne Ryan H/ The Ninth Day Records
2705634403,Back 4 U,Hypnotized
2707713540,Ordinary (GhostDragon Remix),GhostDragon
2692578881,Here's To Hope,Orlost/ Undefynd/ RUNN
2703232092,All I'm Asking (Mallex Remix),These Jade Eyes
2684297691,Mistakes,whoamidesu/ Noken
2701990601,Haven (Neal Datta Remix),3cho/ Neal Datta
2698975791,You & I,JOVINCII/ J4CKO/ Gryxx
2704403851,Leave The Light On (Last Heroes Extended Remix),PLS&TY/ x.o.anne/ Last Heroes
2704395221,Leave The Light On (Last Heroes Remix),PLS&TY/ x.o.anne/ Last Heroes
2707142918,夜游,树某懒zyjOXO/ ΓИ7AL/ ArrAy-P
2707141903,Tidal Lock,Depus
2707142913,Parallel,Soyce
2707202697,The Girl I Knew,Yinger Liam/ Red ZeroOne/ SADRECORDS
2690228116,Buried Alive,Youngwolf
2707141899,SOUL SHARDS,Akiuta/ Shaw_Tyan/ _Untitled
2706528253,Over Now,SVNCTUARY
2701090298,In My Head,Stay In The Light/ Medyk
2699836782,Back Into Strangers,Home By Dawn/ Astraye/ Meggie York
2699945740,Million Miles Away,SENDIRI/ KELIZA
2704319247,Shadows,SadBois
2698511787,Beneath The Deep Cold Water,KOIH/ Sierra Annie
2696072296,You & Me Stargazing,zjaxu
2702169624,All I Knew Was You,Cloudy Parallels/ Marvello
2691452571,Symptoms (feat. Luma),MitiS/ Luma
2668078746,Kesenaide (feat. Eri),Yonetro/ ERI
2695651638,About Us,Millient
2695610475,What You're Waiting For,Nao
2701801066,BLUE,Dirt Monkey/ Zoska
2702747518,Are You Happy Now (feat. Linney) (Highlnd Remix),SABAI/ Linney/ Highlnd
2688922607,Taste Blood,Xuinn
2692197817,PULSE,AVELLO/ Nomis.Wav
2706602321,ひゅるりらぱっぱ (Ryuklear Remix),Ryuklear
2706593782,The Kid LAROI - Love Again (ELUSID Remix),ELUSID
2706594083,Reminisce (Nao Remix),Nao
2706590684,Jealous (Skies Apart Remix),Skies Apart
2699567660,Afterglow,GISHIN
2704125802,Como Hago [Slowed + Reverb],Slowed Star/ DserT/ Deiv/ Stardust
2704124954,Fall Apart [Sped Up],Nightcore Star/ Sazu/ UNDY/ Stardust
2704125795,However Long [Sped Up],Nightcore Star/ Behwnm/ Mehromero/ Hylia
2706219814,distant,URVØXYK/ _Warpcore_
2706298555,Hoobastank - The Reason (Acer Vantes Remix),Acer Vantes
2706298533,Died For Her,Mxnh
2699010322,TIME (feat. DOIL),Mass Panic/ DoiL
2681859690,I Won't Let You Go,ELEPS
2702760423,Blood Circuit,JYOTIN/ Bass Boost
2703941954,Forced Drop,KENØK
2705661923,One Last Kiss,Obvsidian
2705245317,Station Rush,Ice Angel/ PRVDA
2699978599,You and Me,M Ryo
2700614083,Only One,Gemini Danger/ $iah/ Outertone
2704184498,Not Too Stressed Now,NOTSOSW33T/ Young Presley
2698218872,Wanna Go Back (Yan Taykoz Remix),TrigoNity/ Nivesh Sharma/ Abg Music/ Priyansh Pandey/ Nathan Brumley
2674840408,Skyward Memories,PHONO RECORDS/ トリルp
2705488762,珩,トリルp/ Vencent/ 2088 RECORDS
2705655250,Waiting For You,Sean Ven
2705476554,regret,HONG/ Rllovx
2705404487,Whispers in the Void,JYOTIN/ Saw2Win
2705404486,Fading Into Power,JYOTIN/ Saw2Win
2695226806,Forever Young,TimZz
2705263612,In My Arms,ILLENIUM/ HAYLA
2704988959,Fireflies (Jey Cordz Remix),Jey Cordz
2702589781,OBLIVION,LEGIONSOUND/ Suzu
2705174067,Be Free [Slowed + Reverb],Slowed Star/ PRIYANX/ Aurorah/ Stardust
2687868534,Shining Bright,anak baek/ LuminiX
2703634757,Open My Heart （Colorglint remix）,Colorglint
2702997718,If I Go Too Crazy,RN11157/ 星尘纪之声
2690935357,Worth It (feat. RITIX & Zoe Fox) (Nightcore),Nightcore To The Moon/ RITIX/ Zoe Fox
2701326615,Diamond Eyes,Tretone
2685968249,Never Letting Go,Hevian
2685772532,Not Over You Yet,Flöte
2691771945,Before U Go,WAYWHEN/ Eli Blue
2701161401,Don't Leave Me,SVNCTUARY
2697898837,How To Say Goodbye,Said The Sky/ Jessica Baio
2696501711,Adrift,Au5/ Psyuri
2696501713,Of My Soul,Au5/ Psyuri
2696499751,Muted,Au5/ Psyuri
2702914769,LIFETIME,Psychodelix/ ary kemler
2704989006,SKRILLEX - VOLTAGE (TWLGHT BOOTLEG),TWLGHT
2704988968,Different Ending (Atomic Remix),Atomic
2704989896,SAVIOR (XDITZ REMIX),XDITZ
2704989880,Love Left (Karmaxis Remix),Bllaine/ Jaime Deraz/ Karmaxis
2704988923,Love Left (TARK Remix),Bllaine/ Jaime Deraz/ Tark
2704899486,Horizon x After All (Karmaxis Mashup),Karmaxis
2704900253,lyrah - meet me at the bottom (avello remix) [clip],AVELLO
2704899474,ILLENIUM/ TWLGHT/ ELUSID/ Luminate/ Excision/ PhaseOne/ Perry Wayne/ Audrion/ Kanye West/ Layz/ RZRKT - FEEL SOMETHING (ELUSID Mashup),ELUSID
2701070539,Keep U Safe,ARMNHMR/ Liv Miraldi
2679604414,Other Side,Seirén/ TrebleTina/ UNDY
2688774151,State of Mind,Garrin Mater
2658637856,Space In Time,FIXION
2704124953,Daydreamer [Slowed + Reverb],Nightcore Star/ Joshua Myler/ Stardust
2704125794,Moonlight [Sped Up],Nightcore Star/ Derpcat/ Stardust
2704125798,I'll Be your Eyes [Sped Up],Nightcore Star/ Lost Identities/ Onyra/ Stardust
2700311347,Everything,TimZz
2674500778,Feelings Of Calm,Lonely Fun
2696573777,Everybody,xoxodubstep
2700619328,COLDFIRE,KENØK
2702288009,Seek After,Todayday
2702283802,Honestly/ We Just Need Jesus (Guy Coolid Remix),Guy Coolid
2700629234,Zero Mercy,JYOTIN/ Bass Boost
2703058692,Vision And Colour,ACTING/ DJ Luckyman
2703199006,Freeze the Night (Clear Sky Remix),Vincentz/ Clear Sky
2703200367,Freeze the Night (Bumpÿ Remix),Vincentz/ Bumpÿ
2702291826,Fuji Rock (Stessie Remix),Stessie
2702285652,Rebirth (Morva Remix),Morva
2685698403,All Over Me,Mannick
2670104439,When I'm Gone,Simply Dewey
2670101889,Overdrive,Simply Dewey
2697783181,恒星风（Feat.乐正绫）,乐正绫/ Atsuko/ 林墨白citrum
2700159811,IDK (Used To This),Koldera/ Zack Gray
2692626334,DiE4u (feat. BVLVNCE),Thornz/ BVLVNCE
2685985201,Back To The Stars,Lonely Fun
2700464172,Falling,OBLVYN
2685965951,Save Me,Alex Cordon/ Emvis/ Elvya
2693280119,Phoenix (feat. Tea Timerz),CRaymak/ Demitri Medina/ Tea Timerz
2702357895,Voltage,TWLGHT
2694922515,Hold me close,Swole Sauce
2697846297,Moment,Cflyy
2693642744,Who You Are,Andy Kautz/ 3thos/ Cora
2693771374,GAMEOVER,Aerrow/ Elle Vee
2698945042,Infinity,JOSS/ Gryxx/ Johnny Lo
2699679006,Always Have Me,Bllaine/ KELIZA
2692462183,Looking Up,Hidden Axis/ Memory Thorn/ Luma
2684770225,Problems,Tendrix
2695229239,Somewhere Better,waytides/ JONJEN/ Monika Santucci
2702748364,Waiting On This Day Forever,William Black/ Siberia/ Freja The Dragon
2695026609,One Night,STAR SEED/ N3WPORT/ Micah Martin
2681735249,Lose It,Echo Drone
2698928288,Live Your Life [Slowed + Reverb],Slowed Star/ Karim/ Amitav/ Stardust
2698570176,Como Hago [Sped Up],Nightcore Star/ DserT/ Deiv/ Stardust
2702285682,NIGHTLIGHT (ZEPHYS REMIX),Zephys
2702289275,Bllaine - Love Left (feat. Jaime Deraz) [WAYWHEN REMIX],WAYWHEN
2701110722,跳楼机 Tiao Lou Ji,Cyberpunk
2691450242,Lift Me Up,Gone Astray/ Elle Vee
2674500845,I'll Always Be Your Home Ft. Dindin,LazyMario/ Dindin
2702283741,Feel Good (Spear Remix),Spear
